C_wt,dL,Stress
77.342,5.996814252284821e-06,7.121136267716885
77.342,1.1990311577392276e-05,7.133818219567777
77.342,0.0001119564985856,7.529003393762113
77.342,0.0005919638788327,8.148575071130278
77.342,0.0014995638048276,9.093888514733791
77.342,0.0025797190610319,10.741262770593169
77.342,0.0036959948483854,12.452059329675198
77.342,0.0048055951483547,14.157236975001336
77.342,0.0060592000372707,16.00531472207165
77.342,0.0069179837591946,17.752237909571647
77.342,0.0080876648426055,19.44135849160289
77.342,0.0091138184070587,21.22521112148571
77.342,0.0102215111255645,22.94965551797009
77.342,0.0113315880298614,24.63235358828259
77.342,0.0123553574085235,26.36000767263031
77.342,0.0136237442493438,28.07963518532563
77.342,0.0148315727710723,29.90603695534516
77.342,0.0158534348011016,31.55822809499359
77.342,0.0171275436878204,33.37981298122406
77.342,0.0183515846729278,35.06331386550141
77.342,0.0196037590503692,36.83351865798189
77.342,0.0211239159107208,38.53949833327485
77.342,0.0226097404956817,40.35064663796235
77.342,0.0237856209278106,42.05180942946625
77.342,0.0250616371631622,43.83807050124359
77.342,0.0259552299976348,45.35659311574555
77.342,0.0266771614551544,46.8566510090561
77.342,0.0278034508228302,48.59875731276703
77.342,0.0288996994495391,50.33845517458344
77.342,0.0298973619937896,52.15682880495453
77.342,0.0309354364871978,53.96075178395844
77.342,0.0320312082767486,55.61856262136078
77.342,0.0319835245609283,57.38314771608734
77.342,0.0329596102237701,59.24567611452484
77.342,0.0341059267520904,60.74854385671234
77.342,0.0351177752017974,62.40635469411468
77.342,0.0363995134830474,64.23837616188813
77.342,0.0371738970279693,65.89137011550139
77.342,0.0385219156742096,67.59734979079437
77.342,0.0394755899906158,69.31456886159515
77.342,0.0404817163944244,71.02135135085297
77.342,0.0419012606143951,72.71689444460297
77.342,0.0427339375019073,74.36266307253265
77.342,0.0437839329242706,76.123234097435
77.342,0.044977456331253,77.9086923552475
77.342,0.0460717976093292,79.70619282253266
77.342,0.0471432507038116,81.55748182546235
77.342,0.04822588711977,83.3365301155243
77.342,0.0486596450209617,85.03929853495791
77.342,0.049885593354702,86.85606653739929
77.342,0.0512112006545066,88.52752521220398
77.342,0.0524936541914939,90.23350488749696
77.342,0.0536638125777244,91.98604777275084
77.342,0.0545616969466209,93.74019628593445
77.342,0.0557375773787498,95.38676772782898
77.342,0.0565491542220115,97.11843744999696
77.342,0.0576138123869896,98.89667038212583
77.342,0.0586695298552513,100.69176240751648
77.342,0.0597071275115013,102.35519294267272
77.342,0.0608458146452903,104.03146850126647
77.342,0.062011681497097,105.87071529472352
77.342,0.0631098374724388,107.54377959745788
77.342,0.0642017945647239,109.36937855351258
77.342,0.0651859864592552,111.21103378886414
77.342,0.0663098916411399,112.9081825105438
77.342,0.0668075010180473,114.56358490605164
77.342,0.0679175779223442,116.38516979228211
77.342,0.0691459104418754,118.03254404814147
77.342,0.0701916143298149,119.7417349792938
77.342,0.0711719915270805,121.41560209599304
77.342,0.0723831579089164,123.10953956181336
77.342,0.0736099407076835,124.673421165329
77.342,0.0745197460055351,126.34889390995792
77.342,0.0755258724093437,128.1488028191376
77.342,0.0765918418765068,129.91981042558285
