C_wt,dL,Stress
-1.0260447642909187,0.6736253235849403,0.48932149257231716
-1.0260447642909187,0.6787092156698575,0.4925217080223984
-1.0260447642909187,0.6825075442214376,0.49586246536261014
-1.0260447642909187,0.6870972771929152,0.499040235831872
-1.0260447642909187,0.691147624662836,0.5022971291083257
-1.0260447642909187,0.6948255375802692,0.5057107676571885
-1.0260447642909187,0.6995626429898522,0.5089114603646745
-1.0260447642909187,0.7041072647578457,0.5121574362594877
-1.0260447642909187,0.7084021031074551,0.5154774654488907
-1.0260447642909187,0.7130061085945503,0.5187253414591279
-1.0260447642909187,0.7169518892209747,0.5220562137453297
-1.0260447642909187,0.7215626531288272,0.5254652508280412
-1.0260447642909187,0.7259967881905497,0.5287415671452217
-1.0260447642909187,0.7302606711012942,0.5319945845427876
-1.0260447642909187,0.7343130559513597,0.5353105600040609
-1.0260447642909187,0.7391153167191603,0.538752710055911
-1.0260447642909187,0.7436996087458739,0.5420098594227448
-1.0260447642909187,0.7477598972211171,0.5452378274138006
-1.0260447642909187,0.7521472528761709,0.5486308804051564
-1.0260447642909187,0.7567384574621597,0.5521177959496381
-1.0260447642909187,0.7607279487717372,0.5553183171488341
-1.0260447642909187,0.7652548091068256,0.5586039204577606
-1.0260447642909187,0.7697838501704339,0.5619143869744212
-1.0260447642909187,0.7743406525916906,0.5652271818758908
-1.0260447642909187,0.7783213118139192,0.5683165190415361
-1.0260447642909187,0.782401294521984,0.5715132106544513
-1.0260447642909187,0.7864487853712482,0.5746095130145102
-1.0260447642909187,0.7908622552818829,0.577808458613423
-1.0260447642909187,0.7955525828917521,0.5812645639791492
-1.0260447642909187,0.7995237691648406,0.5843895174605144
